"cheese","url","milk","country","region","family","type","fat_content","calcium_content","texture","rind","color","flavor","aroma","vegetarian","vegan","synonyms","alt_spellings","producers","lat","lon","xmin","ymin","xmax","ymax"
"Milawa Goats Tomme","https://www.cheese.com/milawa-goats-tomme/","goat","Australia","North East Victoria","Tomme","semi-hard",NA,NA,"creamy, crumbly, dense","natural","yellow","savory, spicy","earthy",TRUE,FALSE,NA,NA,"Milawa Cheese Company",-37.8633951,145.0100994,145.0100494,-37.8634451,145.0101494,-37.8633451
"Milawa White","https://www.cheese.com/milawa-white/","cow","Australia",NA,NA,"soft",NA,NA,"creamy, open",NA,NA,"sweet",NA,TRUE,FALSE,NA,NA,"Milawa Cheese Company",-24.7761086,134.755,72.2461932,-55.3228175,168.2261259,-9.0880125
"Milbenkäse","https://www.cheese.com/milbenkase/","cow","Germany",NA,NA,"semi-soft, smear-ripened",NA,NA,"firm",NA,NA,"tangy","strong",FALSE,FALSE,"Milbenkäse, Mite Cheese",NA,NA,51.1638175,10.4478313,5.8663153,47.2701114,15.0419309,55.099161
"Milleens","https://www.cheese.com/milleens/","cow","Ireland","Beara Peninsula, Co. Cork",NA,"soft, artisan","45-50%",NA,"creamy, smooth","washed","pale yellow","floral, herbaceous, sweet","aromatic",FALSE,FALSE,NA,NA,"Milleens Cheese Ltd.",51.7280451,-9.7679064,-10.1621626,51.5811616,-9.5144086,51.8750464
"Millstone","https://www.cheese.com/millstone/","sheep","England","Somerset",NA,"hard, artisan",NA,NA,"crumbly, dry","natural","pale yellow",NA,"mild",TRUE,FALSE,NA,NA,"Wootton Organic Dairy",51.1617509,-3.0753867,-3.8398029,50.8208387,-2.2444018,51.5026877
"Mimolette (Boule de Lille)","https://www.cheese.com/mimolette-boule-de-lille/","cow","France",NA,NA,"semi-hard",NA,NA,"firm","natural","orange","bitter, buttery, sweet",NA,FALSE,FALSE,"vieux Hollande, Boule de Lille",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Minas cheese","https://www.cheese.com/minas-cheese/","cow","Brazil","Minas Gerais",NA,"semi-soft, artisan","40-50%",NA,"grainy, open, soft, springy","rindless","white","bitter, mild, salty, strong",NA,FALSE,FALSE,"Queijos de Minas Frescal , Queijo Minas Meia Cura, Queijo Minas Curado, Queijo Padrão","Queijo Minas",NA,-18.5264844,-44.1588654,-51.045,-22.9227553,-39.8567835,-14.2318211
"Mine-Gabhar","https://www.cheese.com/mine-gabhar/","goat","Ireland","County Wexford","Blue","soft, artisan",NA,NA,"creamy","natural","white","acidic, sweet","earthy, pungent",TRUE,FALSE,NA,NA,"Luc and Anne Van Kampen",52.4601874,-6.6065155,-7.0178068,52.1088505,-6.1406935,52.7974579
"Minger","https://www.cheese.com/minger/","cow","Scotland",NA,NA,"soft",NA,NA,"buttery, creamy, runny","washed","orange","full-flavored, garlicky, meaty, pungent, strong","barnyardy, ripe, stinky, yeasty",TRUE,FALSE,NA,NA,"Highland Fine Cheeses Limited",56.7861112,-4.1140518,-14.015517,54.4339831,-0.3209221,61.061
"Minuet","https://www.cheese.com/minuet/","cow, goat","United States","California",NA,"soft, soft-ripened",NA,NA,"creamy, smooth","mold ripened","white","sweet, tangy","pleasant",TRUE,FALSE,NA,NA,"Andante Dairy",36.7014631,-118.755997,-124.482003,32.5295236,-114.1307816,42.009499
"Mirabo Brie with Walnut","https://www.cheese.com/mirabo-brie-with-walnut/","cow","Germany","Bavaria","Brie","semi-soft, soft-ripened",NA,NA,"creamy, smooth, soft","natural","ivory","nutty, savory","nutty",NA,NA,"Mirabo Walnut, Mirabo Brie Walnut",NA,"Käserei Champignon",48.9467562,11.4038717,8.9763654,47.2701114,13.8396495,50.5647142
"Miss Muffet","https://www.cheese.com/miss-muffet/","cow","England","North Cornwall","Cornish","semi-soft, artisan",NA,NA,"smooth, supple","washed","ivory","creamy","nutty",TRUE,FALSE,NA,NA,"Whalesborough Farm Foods",51.7561,0.4643845,0.4643345,51.75605,0.4644345,51.75615
"Mistralou","https://www.cheese.com/mistralou/","goat","France",NA,NA,"soft",NA,NA,"creamy","natural","white","creamy","floral",FALSE,FALSE,NA,NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"MitiCaña® de Oveja","https://www.cheese.com/miticana-de-oveja/","sheep","Spain","Murcia",NA,"semi-soft, soft-ripened","13%",NA,"buttery, crumbly, flaky","bloomy","white","buttery, tangy","buttery",NA,NA,"Miticana de Oveja, MitiCaña de Oveja",NA,NA,37.9923795,-1.1305431,-1.3855482,37.7158719,-0.8508899,38.1178925
"Mladi Trapist","https://www.cheese.com/mladi-trapist/","cow","Croatia","Dalmatia",NA,"semi-hard, artisan","50%",NA,"crumbly, semi firm","natural","white","grassy, savory","aromatic",TRUE,FALSE,NA,NA,"SIRANA GLIGORA D.O.O",43.5387965,16.1752356,14.2727609,42.1765993,18.5398406,44.9003139
"Mobay","https://www.cheese.com/mobay/","goat, sheep","United States","Wisconsin",NA,"semi-soft, artisan",NA,NA,"soft, supple","plastic","ivory","earthy, sweet, tangy","goaty",TRUE,FALSE,NA,NA,"Carr Valley Cheese Company",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Molbo","https://www.cheese.com/molbo/","cow","Denmark","Mols","Cheddar","semi-hard, artisan",NA,NA,"firm","waxed","pale yellow","salty, tangy","fresh",FALSE,FALSE,NA,NA,NA,56.187042,10.4607825,10.3462687,56.0946564,10.778993,56.2794804
"Mona","https://www.cheese.com/mona/","cow, sheep","United States","Wisconsin",NA,"semi-hard, artisan",NA,NA,"crumbly, firm, supple","plastic","pale yellow","buttery, nutty, savory, sweet","grassy",FALSE,FALSE,NA,NA,"Wisconsin Sheep Dairy Coop",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Monastery Cheeses","https://www.cheese.com/monastery-cheeses/","cow","Belgium",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy","washed","golden yellow","mild, pungent","pungent, strong",FALSE,FALSE,"monastery, trappist cheese, monk cheese",NA,NA,50.6402809,4.6667145,2.3889137,49.4969821,6.408097,51.550781
"Monastery Cheeses","https://www.cheese.com/monastery-cheeses/","cow","Canada",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy","washed","golden yellow","mild, pungent","pungent, strong",FALSE,FALSE,"monastery, trappist cheese, monk cheese",NA,NA,61.0666922,-107.991707,-141.00275,41.6765597,-52.3237664,83.3362128
"Monastery Cheeses","https://www.cheese.com/monastery-cheeses/","cow","France",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy","washed","golden yellow","mild, pungent","pungent, strong",FALSE,FALSE,"monastery, trappist cheese, monk cheese",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Monastery Cheeses","https://www.cheese.com/monastery-cheeses/","cow","Switzerland",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy","washed","golden yellow","mild, pungent","pungent, strong",FALSE,FALSE,"monastery, trappist cheese, monk cheese",NA,NA,46.7985624,8.2319736,5.9559113,45.8179579,10.4922941,47.8084544
"Monastery Cheeses","https://www.cheese.com/monastery-cheeses/","cow","United States",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy","washed","golden yellow","mild, pungent","pungent, strong",FALSE,FALSE,"monastery, trappist cheese, monk cheese",NA,NA,39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Mondseer","https://www.cheese.com/mondseer/","cow","Austria",NA,NA,"semi-hard",NA,NA,"creamy, smooth","washed","pale yellow","spicy","strong",NA,NA,NA,NA,NA,47.59397,14.12456,9.5307487,46.3722987,17.1607728,49.0205249
"Monet","https://www.cheese.com/monet/","goat","Australia","South Australia",NA,"fresh soft, artisan","22%",NA,"creamy, soft",NA,"white","floral, herbaceous","floral, fresh",TRUE,FALSE,NA,NA,"Woodside Cheese Wrights",-30.5343665,135.6301212,129.001395,-38.1133108,141.0027803,-25.9963915
"Mont D'or","https://www.cheese.com/mont-dor-lyonnais/","cow","France",NA,NA,"semi-soft, artisan",NA,NA,"creamy","natural",NA,NA,"earthy, strong",NA,NA,"Vacherin Mont D'or","Mont Dor",NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Mont Saint-Francis","https://www.cheese.com/mont-saint-francis/","goat","United States","Indiana",NA,"semi-hard, artisan",NA,NA,"brittle, firm, supple","washed","golden yellow","earthy, full-flavored, strong","pungent, stinky",FALSE,FALSE,"Mont St. Francis",NA,"Capriole Goat Cheese",40.3270127,-86.1746933,-88.0972043,37.7716793,-84.784609,41.761368
"Mont St-Benoît","https://www.cheese.com/mont-st-benoit/","cow","Canada","Quebec","Swiss Cheese","firm, artisan","31%",NA,"creamy, elastic, smooth, supple","rindless",NA,"buttery, creamy, mild, nutty","fermented, mild, nutty",NA,NA,NA,NA,"Abbey de Saint-Benoit-du-lac",52.4760892,-71.8258668,-79.7628726,44.9913689,-57.1074889,62.5824988
"Montagnolo","https://www.cheese.com/montagnolo/","cow","Germany",NA,"Blue","soft, blue-veined",NA,NA,"creamy, smooth","natural",NA,"creamy","buttery, rich",NA,NA,"Montagnolo Affine",NA,"Käserei Champignon",51.1638175,10.4478313,5.8663153,47.2701114,15.0419309,55.099161
"Montasio","https://www.cheese.com/montasio/","cow","Italy","Friuli Venezia Giulia and Veneto",NA,"semi-firm",NA,NA,"creamy",NA,NA,"mild, smooth","aromatic, pleasant",FALSE,FALSE,"Montasio Mitica® DOP, Montasio Mitica DOP",NA,NA,NA,NA,NA,NA,NA,NA
"Montasio Mezzano","https://www.cheese.com/montasio-mezzano/","cow","Italy","Friuli Venezia Giulia and Veneto",NA,"semi-firm, artisan",NA,NA,"creamy","natural",NA,"full-flavored, nutty, sweet","strong",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montasio Vecchio","https://www.cheese.com/montasio-vecchio/","cow","Italy","Friuli Venezia Giulia and Veneto",NA,"semi-firm, artisan",NA,NA,"creamy","natural",NA,"sharp","strong",FALSE,FALSE,NA,"Montasio Stagionato",NA,NA,NA,NA,NA,NA,NA
"Montchevre Goat Cheese Log","https://www.cheese.com/montchevre-goat-cheese-log/","goat","United States",NA,NA,"semi-soft, artisan",NA,NA,"smooth","rindless","white","creamy, tangy","fresh, rich",NA,NA,"Montchevre fresh goat cheese, Fresh Chevré (Montchevré), Montchevre fresh goat cheese log",NA,"Montchevre Cheese Company",39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
"Monte Enebro","https://www.cheese.com/monte-enebro/","goat","Spain","Avila",NA,"semi-soft",NA,NA,"smooth",NA,NA,"creamy, lemony","goaty, strong",FALSE,FALSE,"pata de mulo, mule’s-hoof cheese",NA,NA,40.656478,-4.7002172,-4.8164528,40.5607574,-4.4536129,40.7536666
"Monteo","https://www.cheese.com/monteo/","cow","Italy","Veneto",NA,"semi-firm, artisan",NA,NA,"creamy, open","natural","pale yellow","buttery, milky, smooth","fresh, milky",FALSE,FALSE,NA,NA,"La Casearia Carpenedo S.r.l.",45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Monterey Jack","https://www.cheese.com/monterey-jack/","cow","Mexico","Monterey, California","Monterey Jack","semi-hard",NA,NA,"compact, creamy, firm, open, supple",NA,"pale yellow","buttery, mild","aromatic",NA,NA,"Fresh Jack",NA,NA,NA,NA,NA,NA,NA,NA
"Monterey Jack","https://www.cheese.com/monterey-jack/","cow","United States","Monterey, California","Monterey Jack","semi-hard",NA,NA,"compact, creamy, firm, open, supple",NA,"pale yellow","buttery, mild","aromatic",NA,NA,"Fresh Jack",NA,NA,36.2231079,-121.387742,-122.0608667,35.7890391,-120.2139463,36.9193564
"Montgomery's Cheddar","https://www.cheese.com/montgomerys-cheddar/","cow","United Kingdom",NA,"Cheddar","hard, artisan",NA,NA,NA,"natural","yellow",NA,"rich",FALSE,FALSE,NA,NA,NA,54.7023545,-3.2765753,-14.015517,49.674,2.0919117,61.061
"Montsalvat","https://www.cheese.com/montsalvat/","cow","Germany","Landshut","Blue","soft, blue-veined","60%",NA,"creamy, soft",NA,"ivory","creamy, mild",NA,NA,NA,NA,NA,"Bayerische Milchindustrie eG",48.536217,12.1516551,12.0182158,48.5070022,12.2844885,48.5955945
"Moody Blue","https://www.cheese.com/moody-blue/","cow","United States","Wisconsin","Blue","semi-soft, artisan, blue-veined",NA,NA,"creamy","natural","pale yellow","creamy, nutty, subtle, tangy","rich, smokey",TRUE,FALSE,NA,NA,"Emmi Roth USA",44.4308975,-89.6884637,-92.8893149,42.4919515,-86.249548,47.3025
"Moonglo","https://www.cheese.com/moonglo/","goat","United States","Illinois",NA,"semi-hard, artisan",NA,NA,"dense, firm, open","washed","ivory","caramel, citrusy, fruity, nutty, sharp, tangy","aromatic, goaty",FALSE,FALSE,NA,NA,"Prairie Fruits Farm",40.0796606,-89.4337288,-91.5130518,36.9701313,-87.0199244,42.5083736
"Moonlight Chaource","https://www.cheese.com/moonlight-chaource/","cow","United States","New York",NA,"soft, soft-ripened",NA,NA,"dense, firm","ash coated","white","savory, tart","rich, sweet",TRUE,FALSE,NA,NA,"Chaseholm Farm",40.7127281,-74.0060152,-74.258843,40.476578,-73.700233,40.91763
"Moose","https://www.cheese.com/moose/","moose","Sweden","Bjurholm",NA,"fresh soft","12%",NA,"creamy, smooth",NA,NA,"smooth",NA,NA,NA,NA,NA,"Algens Hus",63.966667,19,18.4062674,63.7876814,19.5281473,64.1409137
"Morangie Brie","https://www.cheese.com/morangie-brie/","cow, sheep","Scotland","Tain","Brie","soft, artisan",NA,NA,"creamy, smooth",NA,"cream","creamy, smooth, sweet","mild, milky, sweet",NA,NA,"Jezebel",NA,"Highland Fine Cheeses Limited",57.8119372,-4.0550663,-4.0950663,57.7719372,-4.0150663,57.8519372
"Morbier","https://www.cheese.com/morbier/","cow","France",NA,NA,"semi-soft, artisan",NA,NA,"creamy",NA,"ivory","citrusy","fruity, grassy",FALSE,FALSE,"Morbier Cru de Montagne, Morbier AOP",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"Morcella","https://www.cheese.com/morcella/","sheep","United States","Minnesota",NA,"semi-soft, soft-ripened",NA,NA,"creamy","bloomy","ivory","creamy, earthy","strong",TRUE,FALSE,NA,NA,"Shepherd's Way Farms",45.9896587,-94.6113288,-97.2392619,43.4994288,-89.483385,49.3844722
"Morgan","https://www.cheese.com/morgan/","cow","United States","Maine",NA,"hard, artisan",NA,NA,"firm","natural","ivory","citrusy, salty","grassy",FALSE,FALSE,NA,NA,"Lakin's Gorges Cheese LLC",45.709097,-68.8590201,-71.0841694,42.9222206,-66.8854053,47.4598397
"Morimoto Soba Ale Cheddar","https://www.cheese.com/morimoto-soba-ale-cheddar/","cow","United States","Oregon","Cheddar","semi-hard, artisan",NA,NA,"creamy, crumbly","natural","pale yellow","buttery, smooth, strong","strong, toasty",TRUE,FALSE,NA,NA,"Rogue Creamery",43.9792797,-120.737257,-124.703541,41.991794,-116.4631465,46.2923948
"Moringhello","https://www.cheese.com/moringhello/","water buffalo","Italy","Lombardy",NA,"semi-soft, artisan",NA,NA,"chalky, crumbly","natural","white","smooth","pleasant, subtle",FALSE,FALSE,"Moringhello di Bufala",NA,"Quattro Portoni",45.5703694,9.7732524,8.4978518,44.6799091,11.4276477,46.6353523
"Morlacco","https://www.cheese.com/morlacco/","cow","Italy","Veneto",NA,"soft, artisan",NA,NA,"soft","natural","white",NA,"fresh",NA,NA,"Morlacco del Grappa, Morlacco del Montegrappa, Morlacco del Grappa di malga",NA,NA,45.6476663,11.8665254,10.6231032,44.7924256,13.1021703,46.6806148
"Moses Sleeper","https://www.cheese.com/moses-sleeper/","cow","United States","Vermont","Brie","semi-soft, artisan",NA,NA,"soft, soft-ripened","bloomy","white","buttery, creamy, nutty","milky, mushroom",NA,NA,NA,NA,"Jasper Hill Farm",44.5990718,-72.5002608,-73.43774,42.72696,-71.465386,45.016665
"Mossfield Organic","https://www.cheese.com/mossfield-organic/","cow","Ireland","Co. Offaly","Cheddar","hard, semi-hard, artisan",NA,NA,"crumbly, dry, flaky","natural","brownish yellow","nutty, tangy","fresh, lactic, mild",TRUE,FALSE,NA,NA,"Mossfield Organic Farm",53.1361722,-7.8103408,-8.0837161,52.8481326,-6.977759,53.4242735
"Mothais a la Feuille","https://www.cheese.com/mothais-a-la-feuille/","goat","France",NA,NA,"soft, artisan",NA,NA,"creamy, soft",NA,NA,"lemony, woody","mushroom",FALSE,FALSE,"Le Mothais sur Feuille, Mothais",NA,NA,46.603354,1.8883335,-178.3873749,-50.2187169,172.3057152,51.3055721
"MouCo Camembert","https://www.cheese.com/mouco-camembert/","cow","United States","Colorado","Camembert","soft, artisan",NA,NA,"creamy, soft","bloomy","ivory","creamy, milky","caramel, clean, grassy",NA,NA,NA,NA,"MouCo Cheese Company",38.7251776,-105.607716,-109.0601879,36.9925245,-102.041585,41.0034002
"MouCo Truffello","https://www.cheese.com/truffello/","cow","United States","Colorado",NA,"soft, artisan, soft-ripened","12%",NA,"creamy, soft","washed","white","buttery, creamy, earthy","earthy, fruity",NA,NA,"Truffello",NA,"MouCo Cheese Company",38.7251776,-105.607716,-109.0601879,36.9925245,-102.041585,41.0034002
"Mountain Goat","https://www.cheese.com/mountain-goat/","goat","Australia","Mornington Peninsula, Melbourne","Tomme","hard, artisan",NA,NA,"firm","natural","ivory",NA,"subtle",TRUE,FALSE,NA,NA,"BoatShed Cheese",-38.4447227,144.9259272,144.6900435,-38.5003776,145.0268292,-38.3269389
"Mountain Herbs Rebel","https://www.cheese.com/mountain-herbs-rebel/","cow","Austria","Sulzberg",NA,"semi-hard, artisan","50%",NA,"creamy, smooth","natural","pale yellow","creamy, nutty, spicy","aromatic, grassy, sweet",NA,NA,"Bergkräuterrebell",NA,"Sulzberger Käserebellen Sennerei GmbH",47.5252197,9.9201049,9.8624882,47.5024171,9.9712923,47.5481489
"Mountain Rebel","https://www.cheese.com/mountain-rebel/","cow","Austria","Sulzberg",NA,"semi-hard, artisan","50%",NA,"compact, creamy","natural","yellow","creamy, fruity","aromatic, spicy",NA,NA,"Bergrebell",NA,"Sulzberger Käserebellen Sennerei GmbH",47.5252197,9.9201049,9.8624882,47.5024171,9.9712923,47.5481489
"Mountaineer","https://www.cheese.com/mountaineer/","cow","United States","Galax, Virginia",NA,"semi-soft, artisan",NA,NA,"dense, supple","washed","yellow","full-flavored, mellow","caramel, fruity, rich",NA,NA,NA,NA,"Meadow Creek Dairy",36.6612387,-80.9239671,-80.9495471,36.6250723,-80.8771842,36.6959446
"Mouse House Chilli Cheddar","https://www.cheese.com/mouse-house-chilli-cheddar/","cow","England",NA,NA,"semi-hard",NA,NA,"creamy","waxed","golden orange","spicy","spicy",TRUE,FALSE,NA,NA,"Lymn Bank Farm",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Mouse House Garlic & Chive Cheddar","https://www.cheese.com/mouse-house-garlic-chive-cheddar/","cow","England",NA,NA,"semi-hard",NA,NA,"creamy","waxed","green","garlicky","garlicky",TRUE,FALSE,NA,NA,"Lymn Bank Farm",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Mouse House Smoked Cheddar","https://www.cheese.com/mouse-house-smoked-cheddar/","cow","England",NA,NA,"semi-hard",NA,NA,"creamy","waxed","golden yellow","smokey","smokey",TRUE,FALSE,NA,NA,"Lymn Bank Farm",52.5310214,-1.2649062,-6.7047494,49.674,2.0919117,55.917
"Mozzarella","https://www.cheese.com/mozzarella/","cow, goat, sheep, water buffalo","Italy",NA,NA,"semi-soft, brined",NA,NA,"elastic, stringy","rindless","white","mild, sweet","fresh, milky",NA,NA,"mozerrela",NA,NA,42.6384261,12.674297,6.6272658,35.2889616,18.7844746,47.0921485
"Mozzarella (Australian)","https://www.cheese.com/mozzarella-australian/","cow, water buffalo","Australia",NA,"Pasta filata","semi-soft, brined","45%",NA,"springy, stringy, supple","rindless","white","milky","fresh, milky",TRUE,FALSE,NA,"Australian Mozzarella",NA,-24.7761086,134.755,72.2461932,-55.3228175,168.2261259,-9.0880125
"Mozzarella di Bufala DOP","https://www.cheese.com/mozzarella-di-bufala/","water buffalo","Italy","Campania, Paestum, Foggia","Pasta filata","soft, brined","21%",NA,"creamy, smooth, springy",NA,"white","floral, mild, milky, sour","fresh",FALSE,FALSE,"Buffalo mozzarella, Mozzarella di Bufala Campana",NA,"Casa Madaio",NA,NA,NA,NA,NA,NA
"Mozzarellissima","https://www.cheese.com/mozzarellissima/","cow","United States",NA,"Pasta filata","semi-soft, artisan",NA,NA,"elastic, springy, stringy, supple","rindless","pale yellow","buttery, mild, milky","mild",TRUE,FALSE,"Italiano 4 Formaggi Shredded Cheese","Lite Mozzarellissima, Mozzarellissima Shredded Cheese","Saputo Dairy Products Canada G.P.",39.7837304,-100.445882,-180,-14.7608358,180,71.5889534
